,OrphaNumber,Disorder_Name,Category
7386,324718,ABetaA21G amyloidosis,rare genetic diseases|rare neurological diseases|rare systemic and rheumatological diseases
7387,324723,"ABeta amyloidosis, Arctic type",rare genetic diseases|rare neurological diseases|rare systemic and rheumatological diseases
7388,324737,SRD5A3-CDG,rare developmental anomalies during embryogenesis|rare inborn errors of metabolism|rare genetic diseases|rare neurological diseases|rare skin diseases|rare ophthalmic disorders
7389,324761,Microcephalic primordial dwarfism,rare developmental anomalies during embryogenesis|rare genetic diseases|rare neurological diseases
7390,324764,Trichorhinophalangeal syndrome,rare developmental anomalies during embryogenesis|rare genetic diseases|rare skin diseases|rare bone diseases
7391,324767,Non-familial rare disease with dilated cardiomyopathy,rare cardiac diseases|rare transplant-related disorders
7392,324924,Hereditary periodic fever syndrome,rare genetic diseases|rare systemic and rheumatological diseases|rare systemic or rheumatologic diseases of childhood
7393,324927,Pyogenic autoinflammatory syndrome,rare systemic and rheumatological diseases
7394,324930,Granulomatous autoinflammatory syndrome,rare systemic and rheumatological diseases
7395,324933,Mixed autoinflammatory and autoimmune syndrome,rare genetic diseases|rare systemic and rheumatological diseases|rare systemic or rheumatologic diseases of childhood
7396,324936,Unclassified autoinflammatory syndrome,rare systemic and rheumatological diseases
7397,324939,Periodic fever syndrome of childhood,rare systemic or rheumatologic diseases of childhood
7398,324942,Pyogenic autoinflammatory syndrome of childhood,rare systemic or rheumatologic diseases of childhood
7399,324950,Granulomatous autoinflammatory syndrome of childhood,rare systemic or rheumatologic diseases of childhood
7400,324953,Unclassified autoinflammatory syndrome of childhood,rare systemic or rheumatologic diseases of childhood
7401,324960,Unexplained periodic fever syndrome of childhood,rare systemic or rheumatologic diseases of childhood
7402,324964,Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis,rare skin diseases|rare systemic and rheumatological diseases|rare systemic or rheumatologic diseases of childhood
7403,324972,MAGIC syndrome,rare systemic and rheumatological diseases
7404,324977,Proteasome-associated autoinflammatory syndrome,rare genetic diseases|rare skin diseases|rare endocrine diseases|rare systemic and rheumatological diseases|rare systemic or rheumatologic diseases of childhood
7405,325055,"46,XX disorder of gonadal development",rare developmental anomalies during embryogenesis|rare genetic diseases|rare urogenital diseases|rare endocrine diseases
7406,325061,"46,XX difference of sex development induced by fetoplacental androgens excess",rare developmental anomalies during embryogenesis|rare genetic diseases|rare urogenital diseases|rare endocrine diseases|rare gynecological and obstetric diseases
7407,325093,"46,XX difference of sex development induced by endogenous maternal-derived androgen",rare developmental anomalies during embryogenesis|rare urogenital diseases|rare endocrine diseases|rare gynecological and obstetric diseases
7408,325099,"46,XX difference of sex development induced by exogenous maternal-derived androgen",rare developmental anomalies during embryogenesis|rare urogenital diseases|rare endocrine diseases|rare gynecological and obstetric diseases
7409,325109,"Syndrome with 46,XX difference of sex development",rare developmental anomalies during embryogenesis|rare genetic diseases|rare urogenital diseases|rare endocrine diseases
7410,325118,"46,XY disorder of gonadal development",rare developmental anomalies during embryogenesis|rare genetic diseases|rare urogenital diseases|rare endocrine diseases
7411,325124,Testicular agenesis,rare developmental anomalies during embryogenesis|rare genetic diseases|rare urogenital diseases|rare endocrine diseases|rare infertility disorders
7412,325345,"46,XY ovotesticular difference of sex development",rare developmental anomalies during embryogenesis|rare genetic diseases|rare urogenital diseases|rare endocrine diseases|rare gynecological and obstetric diseases|rare transplant-related disorders
7413,325351,"46,XY difference of sex development of endocrine origin",rare developmental anomalies during embryogenesis|rare urogenital diseases|rare endocrine diseases
7414,325357,"46,XY difference of sex development due to impaired androgen production",rare developmental anomalies during embryogenesis|rare genetic diseases|rare urogenital diseases|rare endocrine diseases|rare transplant-related disorders
7415,325448,Leydig cell hypoplasia due to LHB deficiency,rare developmental anomalies during embryogenesis|rare genetic diseases|rare urogenital diseases|rare endocrine diseases|rare infertility disorders|rare transplant-related disorders
7416,325511,"46,XY difference of sex development due to a cholesterol synthesis defect",rare developmental anomalies during embryogenesis|rare genetic diseases|rare urogenital diseases|rare endocrine diseases|rare transplant-related disorders
7417,325524,Classic congenital lipoid adrenal hyperplasia due to STAR deficency,rare developmental anomalies during embryogenesis|rare genetic diseases|rare urogenital diseases|rare endocrine diseases|rare infertility disorders|rare gynecological and obstetric diseases|rare transplant-related disorders
7418,325529,Non-classic congenital lipoid adrenal hyperplasia due to STAR deficency,rare developmental anomalies during embryogenesis|rare genetic diseases|rare urogenital diseases|rare endocrine diseases|rare infertility disorders|rare gynecological and obstetric diseases|rare transplant-related disorders
7419,325537,"46,XY difference of sex development induced by maternal exposure to endocrine disruptors",rare developmental anomalies during embryogenesis|rare urogenital diseases|rare endocrine diseases|rare transplant-related disorders
7420,325546,Sex chromosome difference of sex development,rare developmental anomalies during embryogenesis|rare genetic diseases|rare urogenital diseases|rare endocrine diseases
7421,325620,Difference of sex development of gynecological interest,rare gynecological and obstetric diseases
7422,325632,"46,XY difference of sex development of gynecological interest",rare genetic diseases|rare gynecological and obstetric diseases
7423,325638,Syndrome with difference of sex development of gynecological interest,rare genetic diseases|rare gynecological and obstetric diseases
7424,325665,Genetic difference of sex development of gynecological interest,rare genetic diseases
7425,325690,Genetic difference of sex development,rare genetic diseases
7426,325697,"Genetic 46,XX difference of sex development",rare genetic diseases
7427,325706,"Genetic 46,XY difference of sex development",rare genetic diseases
7428,325713,"Genetic 46,XY difference of sex development of endocrine origin",rare genetic diseases
7429,329173,Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis,rare genetic diseases|rare immunological diseases|rare systemic and rheumatological diseases|rare systemic or rheumatologic diseases of childhood
7430,329178,Congenital muscular dystrophy with intellectual disability and severe epilepsy,rare inborn errors of metabolism|rare genetic diseases|rare neurological diseases|rare hepatic diseases
7431,329191,Tall stature-long halluces-multiple extra-epiphyses syndrome,rare developmental anomalies during embryogenesis|rare genetic diseases|rare bone diseases
7432,329195,Developmental delay with autism spectrum disorder and gait instability,rare genetic diseases|rare neurological diseases
7433,329211,Autosomal dominant neovascular inflammatory vitreoretinopathy,rare genetic diseases|rare ophthalmic disorders
7434,329217,Cerebral sinovenous thrombosis,rare neurological diseases
7435,329224,Schuurs-Hoeijmakers syndrome,rare developmental anomalies during embryogenesis|rare genetic diseases|rare neurological diseases
7436,329228,Microcephalic primordial dwarfism due to ZNF335 deficiency,rare developmental anomalies during embryogenesis|rare genetic diseases|rare neurological diseases
7437,329235,X-linked central congenital hypothyroidism with late-onset testicular enlargement,rare genetic diseases|rare endocrine diseases
7438,329242,Congenital chronic diarrhea with protein-losing enteropathy,rare gastroenterological diseases|rare genetic diseases|rare transplant-related disorders
7439,329249,Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency,rare genetic diseases|rare endocrine diseases
7440,329258,Autosomal dominant Charcot-Marie-Tooth disease type 2Q,rare genetic diseases|rare neurological diseases
7441,329284,Beta-propeller protein-associated neurodegeneration,rare genetic diseases|rare neurological diseases
7442,329303,PLA2G6-associated neurodegeneration,rare inborn errors of metabolism|rare genetic diseases|rare neurological diseases
7443,329308,Fatty acid hydroxylase-associated neurodegeneration,rare inborn errors of metabolism|rare genetic diseases|rare neurological diseases|rare ophthalmic disorders
7444,329314,Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency,rare inborn errors of metabolism|rare genetic diseases|rare neurological diseases
7445,329319,Thrombocythemia with distal limb defects,rare developmental anomalies during embryogenesis|rare genetic diseases|rare hematological diseases|rare bone diseases
7446,329329,Autosomal recessive frontotemporal pachygyria,rare developmental anomalies during embryogenesis|rare genetic diseases|rare neurological diseases
7447,329332,Microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome,rare developmental anomalies during embryogenesis|rare genetic diseases|rare neurological diseases
7448,329336,Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy,rare developmental anomalies during embryogenesis|rare inborn errors of metabolism|rare genetic diseases|rare neurological diseases|rare ophthalmic disorders|rare otorhinolaryngological diseases
7449,329457,Distal arthrogryposis type 5D,rare developmental anomalies during embryogenesis|rare genetic diseases
7450,329466,"Autosomal dominant focal dystonia, DYT25 type",rare genetic diseases|rare neurological diseases
7451,329469,Acute megakaryoblastic leukemia in children without Down syndrome,rare hematological diseases|rare neoplastic diseases|rare transplant-related disorders
7452,329475,Spastic paraplegia-Paget disease of bone syndrome,rare genetic diseases|rare neurological diseases
7453,329478,Adult-onset distal myopathy due to VCP mutation,rare genetic diseases|rare neurological diseases
